institution_name,basic,grad_rate,student_count,spending_per_award,full_time_pct,full_time_count,med_sat_value,aid_value,endow_value,grad_on_time_pct,pell_value,fresh_retain_value,full_time_fac_pct,EndowXSpend,PellXSat,RetainXSat,AidXSat,AidXEndow,id
Vincennes University,Associates--Public 4-year Primarily Associates,0.16,18383,37427,0.329,9876,1012,10031,3380,0.25,0.222,0.52,0.162,126503260,224.66400000000002,526.24,10151372,33904780,152
Iowa State University,Research Universities--very high research activity,0.201,27659,80398,0.946,25405,1145,6550,20907,0.37,0.226,0.871,0.845,1680880986,258.77,997.295,7499750,136940850,153
University of Northern Iowa,Masters Colleges and Universities--larger programs,0.227,10380,59160,0.899,9694,1012,5304,7364,0.36,0.27,0.83,0.743,435654240,273.24,839.9599999999999,5367648,39058656,154
Emporia State University,Masters Colleges and Universities--larger programs,0.201,3873,48368,0.889,3392,1030,5084,13591,0.2,0.391,0.73,0.905,657369488,402.73,751.9,5236520,69096644,155
Fort Hays State University,Masters Colleges and Universities--larger programs,0.347,11433,23196,0.477,7574,990,4411,6213,0.19,0.277,0.654,0.861,144116748,274.23,647.46,4366890,27405543,156
Haskell Indian Nations University,Tribal Colleges,0.238,742,61002,0.972,729,1012,5701,3808,0,0.699,1,1,232295616,707.3879999999999,1012,5769412,21709408,157
Kansas State University,Research Universities--high research activity,0.199,20169,81005,0.898,18225,1012,4978,16992,0.25,0.253,0.812,0.859,1376436960,256.036,821.744,5037736,84586176,158
Pittsburg State University,Masters Colleges and Universities--larger programs,0.195,6236,47644,0.902,6041,1010,4336,10809,0.24,0.403,0.743,0.753,514983996,407.03000000000003,750.43,4379360,46867824,159
Washburn University,Masters Colleges and Universities--medium programs,0.218,6179,59088,0.659,4786,1012,5317,27531,0.17,0.374,0.645,0.518,1626751728,378.488,652.74,5380804,146382327,160
Wichita State University,Research Universities--high research activity,0.202,11670,52344,0.755,9961,1089,4668,17845,0.21,0.36,0.745,1,934078680,392.03999999999996,811.305,5083452,83300460,161
Eastern Kentucky University,Masters Colleges and Universities--larger programs,0.204,13891,56565,0.79,12093,1009,6183,4256,0.17,0.428,0.715,0.828,240740640,431.852,721.435,6238647,26314848,162
Kentucky State University,Baccalaureate Colleges--Arts & Sciences,0.129,2370,134538,0.765,1971,860,6983,6393,0.07,0.595,0.517,0.804,860101434,511.7,444.62,6005380,44642319,163
University of Louisville,Research Universities--very high research activity,0.197,15954,101486,0.779,13750,1142,8076,41605,0.25,0.3,0.779,0.745,4222325030,342.59999999999997,889.618,9222792,336001980,164
Morehead State University,Masters Colleges and Universities--larger programs,0.2,10076,60198,0.616,6632,1028,7119,5148,0.22,0.383,0.692,0.767,309899304,393.724,711.376,7318332,36648612,165
Murray State University,Masters Colleges and Universities--larger programs,0.198,9172,57151,0.78,7711,1029,7305,6788,0.28,0.352,0.73,0.732,387940988,362.20799999999997,751.17,7516845,49586340,166
Northern Kentucky University,Masters Colleges and Universities--larger programs,0.195,12794,61829,0.761,10741,1024,6029,6511,0.13,0.337,0.674,0.566,402568619,345.088,690.176,6173696,39254819,167
Western Kentucky University,Masters Colleges and Universities--larger programs,0.189,17509,59899,0.764,15115,1009,6072,945,0.25,0.393,0.718,0.632,56604555,396.53700000000003,724.462,6126648,5738040,168
Grambling State University,Masters Colleges and Universities--medium programs,0.166,4155,53151,0.929,4191,863,13767,2220,0.07,0.735,0.689,0.89,117995220,634.305,594.607,11880921,30562740,169
Louisiana State University at Alexandria,Baccalaureate Colleges--Arts & Sciences,0.173,2211,62725,0.569,1696,950,4571,8162,0.07,0.409,0.536,0.625,511961450,388.54999999999995,509.20000000000005,4342450,37308502,170
Louisiana State University at Shreveport,Masters Colleges and Universities--medium programs,0.178,3674,47041,0.571,2891,1030,6119,5688,0.14,0.3,0.662,0.717,267569208,309,681.86,6302570,34804872,171
Louisiana Tech University,Research Universities--high research activity,0.169,9245,43921,0.712,7530,1089,6745,8196,0.29,0.222,0.786,0.807,359976516,241.758,855.9540000000001,7345305,55282020,172
McNeese State University,Masters Colleges and Universities--larger programs,0.173,7575,39156,0.789,6942,1030,5349,2199,0.13,0.364,0.691,0.655,86104044,374.92,711.7299999999999,5509470,11762451,173
University of New Orleans,Research Universities--high research activity,0.202,7144,53680,0.753,6594,1072,6242,2521,0.13,0.32,0.675,0.705,135327280,343.04,723.6,6691424,15736082,174
Nicholls State University,Masters Colleges and Universities--medium programs,0.194,5888,42329,0.803,5492,1030,5881,1322,0.18,0.393,0.681,0.855,55958938,404.79,701.4300000000001,6057430,7774682,175
University of Louisiana at Monroe,Masters Colleges and Universities--larger programs,0.189,7276,52477,0.673,5873,1012,7196,3373,0.18,0.373,0.672,0.795,177004921,377.476,680.0640000000001,7282352,24272108,176
Northwestern State University,Masters Colleges and Universities--larger programs,0.245,7836,38808,0.64,7008,1007,6644,1610,0.18,0.402,0.718,0.692,62480880,404.814,723.026,6690508,10696840,177
Southeastern Louisiana University,Masters Colleges and Universities--larger programs,0.17,13730,44243,0.728,11825,1030,6100,1020,0.13,0.333,0.633,0.781,45127860,342.99,651.99,6283000,6222000,178
Southern University and A&M College,Masters Colleges and Universities--larger programs,0.146,5746,70875,0.819,5113,1012,5537,1437,0.08,0.628,0.674,0.626,101847375,635.5360000000001,682.0880000000001,5603444,7956669,179
Southern University at New Orleans,Masters Colleges and Universities--medium programs,0.158,1809,53397,0.676,976,808,3269,4688,0.03,0.627,0.523,0.686,250325136,506.616,422.584,2641352,15325072,180
University of Louisiana at Lafayette,Research Universities--high research activity,0.169,15053,47042,0.817,13352,1012,5831,8535,0.13,0.34,0.743,0.805,401503470,344.08000000000004,751.9159999999999,5900972,49767585,181
University of Maine at Augusta,Baccalaureate/Associates Colleges,0.207,4770,52808,0.362,3204,1012,4876,1997,0.03,0.567,0.529,0.348,105457576,573.804,535.3480000000001,4934512,9737372,182
University of Maine at Farmington,Baccalaureate Colleges--Diverse Fields,0.193,1901,74207,0.938,1968,1012,6034,5883,0.37,0.46,0.711,0.672,436559781,465.52000000000004,719.5319999999999,6106408,35498022,183
University of Maine at Fort Kent,Baccalaureate Colleges--Diverse Fields,0.203,1209,74513,0.491,835,908,5084,3659,0.36,0.322,0.592,0.379,272643067,292.37600000000003,537.536,4616272,18602356,184
University of Maine at Machias,Baccalaureate Colleges--Arts & Sciences,0.143,892,120185,0.492,613,937,8021,2765,0.13,0.409,0.659,0.416,332311525,383.233,617.4830000000001,7515677,22178065,185
Maine Maritime Academy,Baccalaureate Colleges--Diverse Fields,0.168,994,145380,0.985,991,1026,6405,15340,0.52,0.288,0.754,0.67,2230129200,295.488,773.604,6571530,98252700,186
University of Maine at Presque Isle,Baccalaureate Colleges--Diverse Fields,0.216,1263,75893,0.568,1020,1012,5842,1123,0.15,0.364,0.595,0.479,85227839,368.368,602.14,5912104,6560566,187
University of Southern Maine,Masters Colleges and Universities--larger programs,0.242,7098,60163,0.603,5407,1003,5337,4567,0.09,0.364,0.67,0.472,274764421,365.092,672.01,5353011,24374079,188
University of Baltimore,Masters Colleges and Universities--larger programs,0.266,3526,56061,0.585,2480,1012,4549,8075,0.23,0.426,0.674,0.467,452692575,431.11199999999997,682.0880000000001,4603588,36733175,189
Bowie State University,Doctoral/Research Universities,0.176,4358,67945,0.808,3848,886,6887,1371,0.12,0.487,0.702,0.499,93152595,431.48199999999997,621.972,6101882,9442077,190
Coppin State University,Masters Colleges and Universities--smaller programs,0.146,2920,117464,0.771,2648,880,6077,269,0.04,0.596,0.612,0.474,31597816,524.48,538.56,5347760,1634713,191
Frostburg State University,Masters Colleges and Universities--larger programs,0.212,4703,53942,0.891,4407,963,6343,3542,0.22,0.35,0.768,0.643,191062564,337.04999999999995,739.5840000000001,6108309,22466906,192
University of Maryland University College,Masters Colleges and Universities--larger programs,0.294,26740,31611,0.221,17160,1012,8364,523,0.01,0.239,0.357,0.082,16532553,241.868,361.284,8464368,4374372,193
University of Maryland-Baltimore County,Research Universities--high research activity,0.226,11136,60634,0.854,9738,1209,7762,6274,0.36,0.27,0.873,0.686,380417716,326.43,1055.457,9384258,48698788,194
University of Maryland-Eastern Shore,Masters Colleges and Universities--smaller programs,0.147,3530,105520,0.898,3658,871,9271,5200,0.13,0.551,0.678,0.597,548704000,479.92100000000005,590.538,8075041,48209200,195
Morgan State University,Doctoral/Research Universities,0.14,6252,102886,0.88,6227,893,7073,3328,0.11,0.615,0.721,0.847,342404608,549.1949999999999,643.853,6316189,23538944,196
Salisbury University,Masters Colleges and Universities--larger programs,0.228,8004,41275,0.921,7923,1145,4660,5455,0.46,0.221,0.805,0.619,225155125,253.04500000000002,921.725,5335700,25420300,197
St. Mary's College of Maryland,Baccalaureate Colleges--Arts & Sciences,0.22,1819,109456,0.969,1922,1221,8605,14712,0.71,0.152,0.9,0.754,1610316672,185.59199999999998,1098.9,10506705,126596760,198
Towson University,Masters Colleges and Universities--larger programs,0.238,18779,38386,0.883,17360,1078,7031,2990,0.4,0.25,0.86,0.526,114774140,269.5,927.08,7579418,21022690,199
Bridgewater State College,Masters Colleges and Universities--larger programs,0.206,9615,43917,0.836,8770,991,4805,2933,0.28,0.237,0.814,0.418,128808561,234.867,806.674,4761755,14093065,200
Fitchburg State College,Masters Colleges and Universities--larger programs,0.212,4245,52671,0.81,3622,987,5198,2349,0.2,0.342,0.781,0.549,123724179,337.55400000000003,770.847,5130426,12210102,201
Framingham State College,Masters Colleges and Universities--larger programs,0.177,4584,54742,0.847,4331,1040,4262,4663,0.33,0.283,0.731,0.572,255261946,294.32,760.24,4432480,19873706,202
University of Massachusetts at Lowell,Research Universities--high research activity,0.187,12734,67895,0.709,10499,1132,6944,4819,0.28,0.299,0.839,0.553,327186005,338.46799999999996,949.7479999999999,7860608,33463136,203
University of Massachusetts at Boston,Research Universities--high research activity,0.211,12366,72033,0.708,10329,1015,8028,5242,0.15,0.383,0.775,0.513,377596986,388.745,786.625,8148420,42082776,204
Massachusetts College of Art and Design,Schools of art- music- and design,0.202,2120,93571,0.791,1785,1081,7675,7580,0.48,0.257,0.844,0.291,709268180,277.817,912.3639999999999,8296675,58176500,205
Massachusetts Maritime Academy,Baccalaureate Colleges--Diverse Fields,0.163,1376,108800,0.969,1594,1051,5796,6277,0.49,0.186,0.85,0.646,682937600,195.486,893.35,6091596,36381492,206
Massachusetts College of Liberal Arts,Baccalaureate Colleges--Arts & Sciences,0.233,1538,79132,0.88,1493,1032,5872,4700,0.38,0.451,0.786,0.521,371920400,465.432,811.152,6059904,27598400,207
Salem State University,Masters Colleges and Universities--larger programs,0.209,7664,58873,0.761,6870,986,5249,2122,0.22,0.334,0.781,0.455,124928506,329.324,770.066,5175514,11138378,208
University of Massachusetts at Dartmouth,Masters Colleges and Universities--larger programs,0.186,7437,82133,0.857,6783,1061,7372,5411,0.3,0.38,0.761,0.604,444421663,403.18,807.421,7821692,39889892,209
Westfield State University,Masters Colleges and Universities--medium programs,0.22,5692,53878,0.878,5088,995,4767,934,0.43,0.261,0.791,0.463,50322052,259.695,787.0450000000001,4743165,4452378,210
Worcester State College,Masters Colleges and Universities--medium programs,0.189,5556,45447,0.741,4686,1016,4441,2073,0.34,0.271,0.803,0.496,94211631,275.336,815.8480000000001,4512056,9206193,211
Central Michigan University,Doctoral/Research Universities,0.2,20534,45150,0.871,18746,1029,6148,4019,0.2,0.349,0.767,0.676,181457850,359.121,789.243,6326292,24708812,212
Eastern Michigan University,Masters Colleges and Universities--larger programs,0.187,19189,56231,0.706,15871,1011,5708,3155,0.12,0.447,0.738,0.554,177408805,451.91700000000003,746.1179999999999,5770788,18008740,213
Ferris State University,Masters Colleges and Universities--larger programs,0.282,13477,49239,0.687,10929,1010,6641,3364,0.23,0.412,0.767,0.611,165639996,416.12,774.67,6707410,22340324,214
Grand Valley State University,Masters Colleges and Universities--larger programs,0.217,21235,52585,0.88,19755,1090,5001,3933,0.33,0.363,0.816,0.659,206816805,395.67,889.4399999999999,5451090,19668933,215
Lake Superior State University,Baccalaureate Colleges--Diverse Fields,0.252,2429,50752,0.81,2235,1050,6871,7292,0.16,0.415,0.748,0.644,370083584,435.75,785.4,7214550,50103332,216
Michigan State University,Research Universities--very high research activity,0.232,37985,84771,0.917,35802,1158,8979,45391,0.5,0.239,0.905,0.875,3847840461,276.762,1047.99,10397682,407565789,217
Michigan Technological University,Research Universities--high research activity,0.204,5617,76157,0.925,5171,1206,9648,13615,0.23,0.267,0.822,0.815,1036877555,322.002,991.332,11635488,131357520,218
University of Michigan at Dearborn,Masters Colleges and Universities--larger programs,0.206,7144,63139,0.674,5890,1012,5524,4275,0.14,0.43,0.84,0.57,269919225,435.15999999999997,850.0799999999999,5590288,23615100,219
University of Michigan at Flint,Masters Colleges and Universities--larger programs,0.184,7143,56291,0.629,5610,993,6891,11913,0.09,0.452,0.799,0.533,670594683,448.836,793.407,6842763,82092483,220
Northern Michigan University,Masters Colleges and Universities--medium programs,0.197,8221,55067,0.894,7912,1030,6086,1682,0.2,0.385,0.722,0.686,92622694,396.55,743.66,6268580,10236652,221
Northwestern Michigan College,Associates--Public Rural-serving Medium,0.238,4724,46516,0.413,3276,1012,3971,3126,0,0.413,1,0.318,145409016,417.95599999999996,1012,4018652,12413346,222
Oakland University,Doctoral/Research Universities,0.192,16594,57103,0.738,14268,1070,6383,3707,0.14,0.203,0.781,0.522,211680821,217.21,835.6700000000001,6829810,23661781,223
Saginaw Valley State University,Masters Colleges and Universities--larger programs,0.157,9163,55274,0.832,8153,990,5534,6705,0.1,0.408,0.705,0.421,370612170,403.91999999999996,697.9499999999999,5478660,37105470,224
Wayne State University,Research Universities--very high research activity,0.166,18602,97678,0.657,15500,1050,6725,11158,0.11,0.48,0.769,0.684,1089891124,504,807.45,7061250,75037550,225
Western Michigan University,Research Universities--high research activity,0.215,19198,61374,0.827,17592,1030,6217,12566,0.24,0.397,0.737,0.609,771225684,408.91,759.11,6403510,78122822,226
Bemidji State University,Masters Colleges and Universities--smaller programs,0.217,4727,49591,0.744,4160,990,5246,3542,0.26,0.356,0.672,0.598,175651322,352.44,665.2800000000001,5193540,18581332,227
Minnesota State University at Mankato,Masters Colleges and Universities--larger programs,0.184,13467,50405,0.848,12671,1030,4909,2555,0.2,0.291,0.736,0.583,128784775,299.72999999999996,758.08,5056270,12542495,228
Metropolitan State University,Masters Colleges and Universities--medium programs,0.338,7647,30938,0.373,5620,1012,3703,390,0.09,0.416,0.612,0.213,12065820,420.99199999999996,619.3439999999999,3747436,1444170,229
University of Minnesota at Crookston,Baccalaureate Colleges--Diverse Fields,0.173,2839,56410,0.46,1934,1004,7681,7068,0.33,0.239,0.691,0.787,398705880,239.956,693.7639999999999,7711724,54289308,230
University of Minnesota at Duluth,Masters Colleges and Universities--medium programs,0.199,10079,54475,0.892,9848,1109,6470,11757,0.29,0.243,0.751,0.77,640462575,269.48699999999997,832.859,7175230,76067790,231
University of Minnesota at Morris,Baccalaureate Colleges--Arts & Sciences,0.176,1946,90040,0.933,1852,1168,8249,6067,0.5,0.293,0.871,0.78,546272680,342.224,1017.328,9634832,50046683,232
Minnesota State University Moorhead,Masters Colleges and Universities--medium programs,0.218,6163,52373,0.829,5740,1049,4375,1655,0.21,0.331,0.677,0.616,86677315,347.219,710.173,4589375,7240625,233
St. Cloud State University,Masters Colleges and Universities--larger programs,0.208,15134,47719,0.652,11667,1010,4842,1366,0.19,0.307,0.707,0.631,65184154,310.07,714.0699999999999,4890420,6614172,234
Southwest Minnesota State University,Masters Colleges and Universities--medium programs,0.14,6467,59146,0.328,3418,1012,4838,776,0.21,0.159,0.674,0.489,45897296,160.90800000000002,682.0880000000001,4896056,3754288,235
Winona State University,Masters Colleges and Universities--medium programs,0.204,8253,50838,0.891,8088,1012,4626,2081,0.29,0.269,0.783,0.62,105793878,272.228,792.3960000000001,4681512,9626706,236
Alcorn State University,Masters Colleges and Universities--medium programs,0.127,3157,103722,0.865,2990,851,7507,3387,0.18,0.792,0.684,0.77,351306414,673.9920000000001,582.0840000000001,6388457,25426209,237
Delta State University,Masters Colleges and Universities--larger programs,0.219,2638,58848,0.821,2276,950,5689,6083,0.16,0.493,0.661,0.638,357972384,468.34999999999997,627.95,5404550,34606187,238
Jackson State University,Research Universities--high research activity,0.165,6903,83508,0.842,6193,910,6853,2037,0.16,0.648,0.755,0.723,170105796,589.6800000000001,687.05,6236230,13959561,239
Mississippi University for Women,Masters Colleges and Universities--smaller programs,0.261,2429,40775,0.801,2409,995,5350,1444,0.21,0.493,0.791,0.628,58879100,490.53499999999997,787.0450000000001,5323250,7725400,240
Mississippi Valley State University,Masters Colleges and Universities--medium programs,0.164,1926,77568,0.831,2032,825,7058,838,0.1,0.69,0.53,0.851,65001984,569.25,437.25,5822850,5914604,241
Mississippi State University,Research Universities--very high research activity,0.192,16399,56146,0.918,15593,1106,6487,20934,0.3,0.341,0.785,0.864,1175360364,377.146,868.21,7174622,135798858,242
University of Southern Mississippi,Research Universities--high research activity,0.209,12475,51149,0.869,12055,1082,5435,5069,0.2,0.464,0.716,0.755,259274281,502.048,774.712,5880670,27550015,243
University of Central Missouri,Masters Colleges and Universities--larger programs,0.215,9974,47923,0.831,8560,990,5339,3423,0.3,0.381,0.688,0.84,164040429,377.19,681.1199999999999,5285610,18275397,244
Harris-Stowe State University,Baccalaureate Colleges--Diverse Fields,0.123,1298,107699,0.758,1155,1012,4687,969,0.02,0.755,0.431,0.275,104360331,764.0600000000001,436.17199999999997,4743244,4541703,245
Lincoln University (Mo.),Masters Colleges and Universities--smaller programs,0.161,2892,68841,0.648,2235,1012,4839,2946,0.06,0.541,0.527,0.647,202805586,547.4920000000001,533.3240000000001,4897068,14255694,246
Missouri Southern State University,Baccalaureate Colleges--Diverse Fields,0.229,5587,45146,0.738,4423,990,4578,7231,0.15,0.607,0.661,0.635,326450726,600.93,654.39,4532220,33103518,247
Missouri Western State University,Baccalaureate Colleges--Diverse Fields,0.162,5616,63770,0.702,4452,1012,5783,5765,0.13,0.425,0.604,0.501,367634050,430.09999999999997,611.2479999999999,5852396,33338995,248
University of Missouri at Kansas City,Research Universities--high research activity,0.208,10227,81361,0.666,8292,1012,6162,16139,0.2,0.321,0.733,0.62,1313085179,324.85200000000003,741.7959999999999,6235944,99448518,249
Missouri University of Science and Technology,Research Universities--high research activity,0.207,6145,54819,0.89,5273,1263,7379,23753,0.25,0.259,0.826,0.774,1302115707,327.117,1043.238,9319677,175273387,250
University of Missouri at St. Louis,Research Universities--high research activity,0.241,13569,48640,0.445,8375,1012,6556,5875,0.2,0.304,0.75,0.531,285760000,307.64799999999997,759,6634672,38516500,251
Truman State University,Masters Colleges and Universities--medium programs,0.224,5898,52652,0.911,5156,1243,6719,5971,0.53,0.19,0.874,0.862,314385092,236.17000000000002,1086.382,8351717,40119149,252
Northwest Missouri State University,Masters Colleges and Universities--larger programs,0.192,5542,51680,0.9,5393,1050,5990,4359,0.26,0.356,0.658,0.832,225273120,373.79999999999995,690.9,6289500,26110410,253
Southeast Missouri State University,Masters Colleges and Universities--larger programs,0.179,10605,52712,0.75,8943,1049,5017,6578,0.26,0.356,0.726,1,346739536,373.44399999999996,761.574,5262833,33001826,254
Missouri State University,Masters Colleges and Universities--larger programs,0.213,18027,42147,0.766,14239,1090,5159,4100,0.3,0.32,0.752,0.642,172802700,348.8,819.68,5623310,21151900,255
Montana State University at Billings,Masters Colleges and Universities--medium programs,0.196,4465,49990,0.708,4001,1012,4385,4257,0.12,0.392,0.592,0.482,212807430,396.704,599.1039999999999,4437620,18666945,256
Montana Tech of the University of Montana,Baccalaureate Colleges--Diverse Fields,0.179,1844,83079,0.901,1769,1115,6362,12290,0.19,0.36,0.688,0.708,1021040910,401.4,767.1199999999999,7093630,78188980,257
Montana State University at Bozeman,Research Universities--very high research activity,0.167,13174,68493,0.836,11903,1115,4601,8171,0.2,0.316,0.758,0.633,559656303,352.34000000000003,845.17,5130115,37594771,258
Montana State University-Northern,Baccalaureate Colleges--Diverse Fields,0.239,1250,63484,0.734,1087,925,4006,3270,0.14,0.491,0.592,0.67,207592680,454.175,547.6,3705550,13099620,259
University of Montana-Western,Baccalaureate Colleges--Diverse Fields,0.168,1455,61415,0.822,1388,1012,4783,2635,0.26,0.423,0.688,0.806,161828525,428.07599999999996,696.256,4840396,12603205,260
Chadron State College,Baccalaureate Colleges--Diverse Fields,0.175,2432,55713,0.729,1984,1012,5296,7436,0.16,0.334,0.673,0.591,414281868,338.00800000000004,681.076,5359552,39381056,261
University of Nebraska at Kearney,Masters Colleges and Universities--larger programs,0.16,5502,52623,0.868,5221,1049,6682,11,0.21,0.344,0.755,0.722,578853,360.856,791.995,7009418,73502,262
University of Nebraska at Omaha,Doctoral/Research Universities,0.2,12335,46423,0.771,10613,1070,6756,377,0.14,0.325,0.748,0.498,17501471,347.75,800.36,7228920,2547012,263
Peru State College,Masters Colleges and Universities--larger programs,0.209,2158,41272,0.55,1495,1012,4201,4472,0.19,0.33,0.582,0.495,184568384,333.96000000000004,588.9839999999999,4251412,18786872,264
Wayne State College,Masters Colleges and Universities--larger programs,0.188,2991,54301,0.914,2766,1012,4821,4753,0.24,0.397,0.619,0.618,258092653,401.764,626.428,4878852,22914213,265
College of Southern Nevada,Associates--Public 4-year Primarily Associates,0.112,34177,56984,0.26,18996,1012,2872,283,0,0.299,1,0.371,16126472,302.58799999999997,1012,2906464,812776,266
University of Nevada at Las Vegas,Research Universities--high research activity,0.201,23097,67182,0.715,18169,1003,4522,7827,0.14,0.335,0.773,0.597,525833514,336.005,775.3190000000001,4535566,35393694,267
Great Basin College,Baccalaureate/Associates Colleges,0.222,3164,47407,0.286,1754,1012,4677,126,0.27,0.271,0.789,0.321,5973282,274.252,798.4680000000001,4733124,589302,268
Western Nevada College,Associates--Public 4-year Primarily Associates,0.191,3975,37877,0.309,2338,1012,3403,99,0,0.411,1,0.2,3749823,415.93199999999996,1012,3443836,336897,269
Keene State College,Masters Colleges and Universities--smaller programs,0.228,4799,62502,0.946,5010,975,6266,4033,0.51,0.239,0.764,0.498,252070566,233.02499999999998,744.9,6109350,25270778,270
University of New Hampshire at Manchester,Baccalaureate Colleges--Arts & Sciences,0.252,833,59771,0.719,760,1012,10936,1799,0.29,0.247,0.667,0.275,107528029,249.964,675.004,11067232,19673864,271
Plymouth State University,Masters Colleges and Universities--larger programs,0.211,4065,50137,0.934,4031,965,7823,2123,0.41,0.27,0.716,0.399,106440851,260.55,690.9399999999999,7549195,16608229,272
Granite State College,Baccalaureate Colleges--Arts & Sciences,0.283,1723,27453,0.533,1531,1012,3683,1215,0.09,0.494,0.6,0.032,33355395,499.928,607.1999999999999,3727196,4474845,273
Rowan University,Masters Colleges and Universities--larger programs,0.243,10951,86923,0.854,9639,1120,5840,10331,0.45,0.301,0.841,0.395,898001513,337.12,941.92,6540800,60333040,274
New Jersey City University,Masters Colleges and Universities--larger programs,0.204,6437,78530,0.742,5702,916,7258,973,0.04,0.561,0.695,0.316,76409690,513.8760000000001,636.62,6648328,7062034,275
Kean University,Masters Colleges and Universities--larger programs,0.226,12078,58640,0.766,11076,905,6286,1059,0.18,0.409,0.736,0.26,62099760,370.145,666.08,5688830,6656874,276
Montclair State University,Masters Colleges and Universities--larger programs,0.226,15431,54667,0.866,13857,970,6094,2233,0.34,0.373,0.856,0.346,122071411,361.81,830.3199999999999,5911180,13607902,277
New Jersey Institute of Technology,Research Universities--high research activity,0.149,7317,82636,0.78,8038,1142,11615,7963,0.23,0.39,0.86,0.652,658030468,445.38,982.12,13264330,92490245,278
Ramapo College of New Jersey,Masters Colleges and Universities--medium programs,0.231,5614,65877,0.889,5753,1096,9017,2215,0.58,0.25,0.867,0.485,145917555,274,950.232,9882632,19972655,279
Rutgers University at Camden,Masters Colleges and Universities--medium programs,0.237,4842,0,0.814,4322,1035,8464,12564,0.26,0.433,0.773,0.501,0,448.155,800.0550000000001,8760240,106341696,280
Rutgers University at Newark,Research Universities--high research activity,0.217,7217,0,0.807,7292,1059,9830,13352,0.32,0.464,0.742,0.583,0,491.37600000000003,785.778,10409970,131250160,281
Richard Stockton College of New Jersey,Masters Colleges and Universities--medium programs,0.249,7539,57039,0.922,7880,1068,7950,2730,0.42,0.356,0.868,0.48,155716470,380.20799999999997,927.024,8490600,21703500,282
College of New Jersey,Masters Colleges and Universities--larger programs,0.213,6653,71895,0.97,7020,1235,8127,3480,0.72,0.18,0.935,0.423,250194600,222.29999999999998,1154.7250000000001,10036845,28281960,283
William Paterson University,Masters Colleges and Universities--larger programs,0.201,10027,76275,0.825,9370,1010,7335,690,0.16,0.396,0.748,0.328,52629750,399.96000000000004,755.48,7408350,5061150,284
Navajo Technical College,Tribal Colleges,0.178,1956,103829,0.65,1364,1012,5293,299,0,0.657,0.444,0.384,31044871,664.884,449.32800000000003,5356516,1582607,285
Eastern New Mexico University,Masters Colleges and Universities--smaller programs,0.173,4567,54807,0.604,3694,932,5394,4320,0.12,0.41,0.581,0.51,236766240,382.12,541.492,5027208,23302080,286
Institute of American Indian and Alaska Native Culture and Arts Development,Tribal Colleges,0.143,392,269880,0.416,251,1012,8335,19406,0,0.394,0.692,0.339,5237291280,398.728,700.304,8435020,161749010,287
New Mexico Highlands University,Masters Colleges and Universities--larger programs,0.202,2396,41006,0.687,1934,1012,5181,962,0.08,0.565,0.472,0.521,39447772,571.78,477.664,5243172,4984122,288
New Mexico Institute of Mining and Technology,Masters Colleges and Universities--medium programs,0.154,1604,90507,0.884,1439,1200,6834,16052,0.18,0.295,0.766,0.618,1452818364,354,919.2,8200800,109699368,289
New Mexico State University at Las Cruces,Research Universities--high research activity,0.2,13582,53415,0.832,12364,982,8284,6784,0.15,0.434,0.74,0.746,362367360,426.188,726.68,8134888,56198656,290
Northern New Mexico College,Baccalaureate/Associates Colleges,0.146,1653,103887,0.497,1208,1012,4992,2436,0,0.577,0.512,0.471,253068732,583.924,518.144,5051904,12160512,291
Western New Mexico University,Masters Colleges and Universities--medium programs,0.168,2849,54044,0.53,2002,1012,2895,5247,0.12,0.467,0.548,0.435,283568868,472.60400000000004,554.576,2929740,15190065,292
City University of New York Bernard M. Baruch College,Masters Colleges and Universities--larger programs,0.225,14082,50360,0.738,12741,1225,6607,9000,0.39,0.45,0.876,0.462,453240000,551.25,1073.1,8093575,59463000,293
City University of New York Brooklyn College,Masters Colleges and Universities--larger programs,0.217,13596,63002,0.702,11157,1100,6313,5346,0.24,0.482,0.864,0.451,336808692,530.1999999999999,950.4,6944300,33749298,294
City University of New York College of Staten Island,Masters Colleges and Universities--larger programs,0.176,13465,75038,0.727,11120,1000,6180,433,0.27,0.446,0.829,0.345,32491454,446,829,6180000,2675940,295
City College of City University of New York,Masters Colleges and Universities--larger programs,0.188,12501,97581,0.742,10578,1110,6643,17183,0.09,0.507,0.875,0.403,1676734323,562.77,971.25,7373730,114146669,296
Hunter College of the City University of New York,Masters Colleges and Universities--larger programs,0.203,16689,54842,0.704,13860,1160,6270,4005,0.21,0.41,0.867,0.369,219642210,475.59999999999997,1005.72,7273200,25111350,297
City University of New York John Jay College of Criminal Justice,Masters Colleges and Universities--larger programs,0.226,13217,74655,0.785,10903,950,6593,483,0.25,0.545,0.779,0.384,36058365,517.75,740.0500000000001,6263350,3184419,298
Herbert H. Lehman College of City University of New York,Masters Colleges and Universities--larger programs,0.219,9886,65181,0.571,7273,1020,6106,821,0.14,0.523,0.815,0.477,53513601,533.46,831.3,6228120,5013026,299
City University of New York Medgar Evers College,Baccalaureate/Associates Colleges,0.183,6477,107029,0.659,5096,838,5945,81,0.05,0.616,0.647,0.667,8669349,516.208,542.186,4981910,481545,300
New York City College of Technology/City University of New York,Baccalaureate/Associates Colleges,0.162,16860,80936,0.612,12303,936,6014,1018,0.03,0.584,0.766,0.394,82392848,546.6239999999999,716.976,5629104,6122252,301
